"Dummy";"Lord";0;0;0;1
"Dummy";"Lord";-5;-5;-5;
"Dummy";"Lord";-5;-5;-4;
"Dummy";"Lord";-5;-5;-3;
"Dummy";"Lord";-5;-5;-2;
"Dummy";"Lord";-5;-5;-1;
"Dummy";"Lord";-5;-5;0;
"Dummy";"Lord";-5;-5;1;
"Dummy";"Lord";-5;-5;2;
"Dummy";"Lord";-5;-5;3;
"Dummy";"Lord";-5;-5;4;
"Dummy";"Lord";-5;-5;5;
"Dummy";"Lord";-5;-4;-5;
"Dummy";"Lord";-5;-4;-4;
"Dummy";"Lord";-5;-4;-3;
"Dummy";"Lord";-5;-4;-2;
"Dummy";"Lord";-5;-4;-1;
"Dummy";"Lord";-5;-4;0;
"Dummy";"Lord";-5;-4;1;
"Dummy";"Lord";-5;-4;2;
"Dummy";"Lord";-5;-4;3;
"Dummy";"Lord";-5;-4;4;
"Dummy";"Lord";-5;-4;5;
"Dummy";"Lord";-5;-3;-5;
"Dummy";"Lord";-5;-3;-4;
"Dummy";"Lord";-5;-3;-3;
"Dummy";"Lord";-5;-3;-2;
"Dummy";"Lord";-5;-3;-1;
"Dummy";"Lord";-5;-3;0;
"Dummy";"Lord";-5;-3;1;
"Dummy";"Lord";-5;-3;2;
"Dummy";"Lord";-5;-3;3;
"Dummy";"Lord";-5;-3;4;
"Dummy";"Lord";-5;-3;5;
"Dummy";"Lord";-5;-2;-5;
"Dummy";"Lord";-5;-2;-4;
"Dummy";"Lord";-5;-2;-3;
"Dummy";"Lord";-5;-2;-2;
"Dummy";"Lord";-5;-2;-1;
"Dummy";"Lord";-5;-2;0;
"Dummy";"Lord";-5;-2;1;
"Dummy";"Lord";-5;-2;2;
"Dummy";"Lord";-5;-2;3;
"Dummy";"Lord";-5;-2;4;
"Dummy";"Lord";-5;-2;5;
"Dummy";"Lord";-5;-1;-5;
"Dummy";"Lord";-5;-1;-4;
"Dummy";"Lord";-5;-1;-3;
"Dummy";"Lord";-5;-1;-2;
"Dummy";"Lord";-5;-1;-1;
"Dummy";"Lord";-5;-1;0;
"Dummy";"Lord";-5;-1;1;
"Dummy";"Lord";-5;-1;2;
"Dummy";"Lord";-5;-1;3;
"Dummy";"Lord";-5;-1;4;
"Dummy";"Lord";-5;-1;5;
"Dummy";"Lord";-5;0;-5;
"Dummy";"Lord";-5;0;-4;
"Dummy";"Lord";-5;0;-3;
"Dummy";"Lord";-5;0;-2;
"Dummy";"Lord";-5;0;-1;
"Dummy";"Lord";-5;0;0;
"Dummy";"Lord";-5;0;1;
"Dummy";"Lord";-5;0;2;
"Dummy";"Lord";-5;0;3;
"Dummy";"Lord";-5;0;4;
"Dummy";"Lord";-5;0;5;
"Dummy";"Lord";-5;1;-5;
"Dummy";"Lord";-5;1;-4;
"Dummy";"Lord";-5;1;-3;
"Dummy";"Lord";-5;1;-2;
"Dummy";"Lord";-5;1;-1;
"Dummy";"Lord";-5;1;0;
"Dummy";"Lord";-5;1;1;
"Dummy";"Lord";-5;1;2;
"Dummy";"Lord";-5;1;3;
"Dummy";"Lord";-5;1;4;
"Dummy";"Lord";-5;1;5;
